"taxon";"habitat_terrestrial";"habitat_freshwater";"habitat_brackish";"habitat_marine"
"Pomaderris lanigera";1;NA;NA;0
"Pomarea dimidiata";1;0;0;0
"Pomaria jamesii";NA;NA;NA;0
"Pomatias elegans";1;0;NA;1
"Pomatorhinus ruficollis";1;0;0;0
"Pomatoschistus bathi";0;0;1;1
"Pomatoschistus marmoratus";0;1;1;1
"Pombalia attenuata";1;NA;NA;0
"Pombalia linearifolia";NA;NA;NA;0
"Pombalia parviflora";1;NA;NA;0
"Pometia pinnata";1;NA;NA;0
"Pomoxis annularis";0;1;NA;0
"Pomoxis nigromaculatus";NA;1;NA;0
"Pomphorhynchus laevis";NA;1;NA;1
"Ponera bableti";NA;NA;NA;0
"Ponera coarctata";NA;NA;NA;0
"Ponera exotica";NA;NA;NA;0
"Ponera leae";NA;NA;NA;0
"Ponera loi";NA;NA;NA;0
"Ponera swezeyi";NA;NA;NA;0
"Pongamia pinnata";1;NA;NA;0
"Ponometia exigua";NA;NA;NA;0
"Pontania proxima";NA;NA;NA;0
"Pontastacus leptodactylus";0;1;1;0
"Pontederia cordata";1;1;NA;NA
"Pontella mediterranea";0;0;NA;1
"Ponticola gorlap";NA;1;1;1
"Ponticola kessleri";0;1;1;0
"Ponticola syrman";NA;1;1;1
"Ponticulothrips diospyrosi";1;NA;NA;0
"Pontinus kuhlii";0;0;NA;1
"Pontodrilus litoralis";1;NA;NA;1
"Pontogammarus abbreviatus";0;1;NA;0
"Pontogammarus aestuarius";0;1;NA;0
"Pontogammarus borceae";0;1;NA;0
"Pontogammarus maeoticus";0;1;NA;0
"Pontogammarus robustoides";0;1;NA;0
"Popillia japonica";1;NA;NA;0
"Populicerus nitidissimus";NA;NA;NA;0
"Populus alba";1;NA;NA;0
"Populus balsamifera";1;NA;NA;0
"Populus balsamifera balsamifera";1;NA;NA;0
"Populus balsamifera trichocarpa";1;NA;NA;0
"Populus berolinensis";1;NA;NA;0
"Populus canadensis";1;NA;NA;0
"Populus canescens";1;NA;NA;0
"Populus davidiana tomentosa";NA;NA;NA;0
"Populus deltoides";1;NA;NA;0
"Populus deltoides deltoides";1;NA;NA;0
"Populus deltoides monilifera";NA;NA;NA;0
"Populus deltoides x nigra";NA;NA;NA;0
"Populus euphratica";1;NA;NA;0
"Populus fremontii";NA;NA;NA;0
"Populus grandidentata";NA;NA;NA;0
"Populus heimburgeri";NA;NA;NA;0
"Populus jackii";1;NA;NA;0
"Populus lasiocarpa";1;NA;NA;0
"Populus laurifolia";1;NA;NA;0
"Populus moskoviensis";1;NA;NA;0
"Populus nevensis";NA;NA;NA;0
"Populus nigra";1;NA;NA;0
"Populus nigra italica";1;NA;NA;0
"Populus nigra nigra";1;NA;NA;0
"Populus rouleauana";NA;NA;NA;0
"Populus sibirica";NA;NA;NA;0
"Populus simonii";1;NA;NA;0
"Populus suaveolens";1;NA;NA;0
"Populus tomentosa";1;NA;NA;0
"Populus tremula";1;NA;NA;0
"Populus tremuloides";1;NA;NA;0
"Populus trichocarpa";1;NA;NA;0
"Populus tristis";1;NA;NA;0
"Populus wettsteinii";NA;NA;NA;0
"Populus yunnanensis";1;NA;NA;0
"Porana volubilis";1;NA;NA;0
"Poranopsis paniculata";1;NA;NA;0
"Poratia digitata";1;0;NA;0
"Poratia obliterata";1;0;NA;0
"Porcellio dilatatus";1;0;NA;0
"Porcellio laevis";1;0;NA;0
"Porcellio lamellatus";1;0;NA;0
"Porcellio scaber";1;0;NA;0
"Porcellionides pruinosus";1;0;NA;0
"Porcellionides sexfasciatus";1;0;NA;0
"Porcellionides sexfasciatus sexfasciatus";1;0;NA;0
"Porcelloides tenuicaudus";1;0;NA;1
"Porophyllum ruderale";1;0;NA;0
"Porophyllum ruderale macrocephalum";1;NA;NA;0
"Poropila dubia";NA;NA;NA;1
"Porotachys bisulcatus";1;NA;NA;0
"Porotermes adamsoni";NA;NA;NA;0
"Porphyra tenera";NA;NA;NA;1
"Porphyra umbilicalis";NA;NA;NA;1
"Porphyra yezoensis";NA;NA;NA;1
"Porphyrio alleni";1;0;0;0
"Porphyrio flavirostris";1;0;0;0
"Porphyrio mantelli";1;0;0;0
"Porphyrio porphyrio";1;0;0;0
"Porphyrio porphyrio poliocephalus";1;NA;NA;NA
"Porphyrosela minuta";NA;NA;NA;0
"Portlandia grandiflora";1;NA;NA;0
"Portulaca amilis";1;NA;NA;0
"Portulaca biloba";1;NA;NA;0
"Portulaca cyanosperma";NA;NA;NA;0
"Portulaca cypria";1;NA;NA;0
"Portulaca grandiflora";1;NA;NA;0
"Portulaca granulatostellulata";1;NA;NA;0
"Portulaca halimoides";NA;NA;NA;0
"Portulaca kermesina";1;NA;NA;0
"Portulaca lutea";NA;NA;NA;0
"Portulaca macrantha";1;NA;NA;0
"Portulaca mauritiensis";1;NA;NA;0
"Portulaca nicaraguensis";1;NA;NA;0
"Portulaca nitida";1;NA;NA;0
"Portulaca oleracea";1;0;NA;0
"Portulaca oleracea granatus";1;NA;NA;0
"Portulaca oleracea oleracea";1;NA;NA;0
"Portulaca papulosa";1;NA;NA;0
"Portulaca pilosa";1;0;NA;0
"Portulaca quadrifida";1;NA;NA;0
"Portulaca sardoa";1;NA;NA;0
"Portulaca sativa";1;NA;NA;0
"Portulaca suffrutescens";1;NA;NA;0
"Portulaca thellusonii";NA;NA;NA;0
"Portulaca trituberculata";1;NA;NA;0
"Portulaca umbraticola";NA;NA;NA;0
"Portulacaria afra";1;NA;NA;0
"Portunus pelagicus";NA;NA;NA;1
"Portunus segnis";NA;NA;NA;1
"Porzana palmeri";1;0;0;0
"Porzana parva";1;0;0;0
"Porzana porzana";1;0;0;0
"Posidonia oceanica";NA;NA;NA;1
"Posoqueria latifolia";NA;NA;NA;0
"Posoqueria longiflora";NA;NA;NA;0
"Posthodiplostomum brevicaudatum";1;1;NA;1
"Posthodiplostomum centrarchi";1;1;NA;NA
"Posthodiplostomum cuticola";1;1;NA;1
"Posthodiplostomum minimum";1;1;NA;NA
"Potamochoerus larvatus";1;0;0;0
"Potamocorbula amurensis";0;1;1;1
"Potamogeton acutifolius";NA;1;NA;NA
"Potamogeton berchtoldii";0;1;NA;0
"Potamogeton crispus";0;1;NA;0
"Potamogeton diversifolius";NA;1;NA;0
"Potamogeton filiformis";NA;1;NA;NA
"Potamogeton fluitans";NA;1;NA;NA
"Potamogeton lucens";NA;1;NA;0
"Potamogeton natans";NA;1;NA;0
"Potamogeton nodosus";NA;1;NA;NA
"Potamogeton perfoliatus";NA;1;NA;NA
"Potamogeton polygonifolius";NA;1;NA;NA
"Potamogeton praelongus";0;1;NA;0
"Potamogeton pusillus";0;1;NA;0
"Potamogeton schweinfurthii";NA;1;NA;NA
"Potamogeton trichoides";1;1;NA;NA
"Potamon ibericum";NA;1;NA;0
"Potamopyrgus antipodarum";0;1;1;0
"Potamothrix bavaricus";0;1;1;0
"Potamothrix bedoti";1;1;NA;0
"Potamothrix hammoniensis";0;1;1;0
"Potamothrix heuscheri";0;1;1;0
"Potamothrix moldaviensis";0;1;NA;1
"Potamothrix vejdovskyi";0;1;1;0
"Potamotrygon falkneri";0;1;NA;1
"Potamotrygon motoro";0;1;NA;1
"Potentilla adscharica";NA;NA;NA;0
"Potentilla alba";1;NA;NA;0
"Potentilla angarensis";1;NA;NA;0
"Potentilla anglica";1;NA;NA;0
"Potentilla argentea";1;NA;NA;0
"Potentilla argyrophylla";1;NA;NA;0
"Potentilla atrosanguinea";1;NA;NA;0
"Potentilla biennis";NA;NA;NA;0
"Potentilla bipinnatifida";NA;NA;NA;0
"Potentilla canescens";NA;NA;NA;0
"Potentilla chrysantha";1;NA;NA;0
"Potentilla collina";1;NA;NA;0
"Potentilla conferta";1;NA;NA;0
"Potentilla crantzii";NA;NA;NA;0
"Potentilla erecta";1;NA;NA;0
"Potentilla flagellaris";NA;NA;NA;0
"Potentilla fragiformis";1;NA;NA;0
"Potentilla gracilis";NA;NA;NA;0
"Potentilla gracilis fastigiata";1;NA;NA;0
"Potentilla gracilis flabelliformis";NA;NA;NA;0
"Potentilla grandiflora";NA;NA;NA;0
"Potentilla hippiana";NA;NA;NA;0
"Potentilla inclinata";1;NA;NA;0
"Potentilla indica";1;NA;NA;0
"Potentilla intermedia";1;NA;NA;0
"Potentilla longifolia";1;NA;NA;0
"Potentilla longipes";NA;NA;NA;0
"Potentilla micrantha";1;NA;NA;0
"Potentilla montana";1;NA;NA;0
"Potentilla multifida";1;NA;NA;0
"Potentilla nepalensis";1;NA;NA;0
"Potentilla norvegica";1;NA;NA;0
"Potentilla pensylvanica";1;NA;NA;0
"Potentilla pulchella";NA;NA;NA;0
"Potentilla pyrenaica";NA;NA;NA;0
"Potentilla radiata";NA;NA;NA;0
"Potentilla recta";1;NA;NA;0
"Potentilla recta obscura";1;NA;NA;0
"Potentilla recta recta";1;NA;NA;0
"Potentilla reptans";1;NA;NA;0
"Potentilla rivalis";1;NA;NA;0
"Potentilla rupestris";1;NA;NA;0
"Potentilla sanguisorba";NA;NA;NA;0
"Potentilla semiargentea";NA;NA;NA;0
"Potentilla simplex";NA;NA;NA;0
"Potentilla sterilis";1;NA;NA;0
"Potentilla supina";1;NA;NA;0
"Potentilla supina costata";1;NA;NA;0
"Potentilla supina paradoxa";1;NA;NA;0
"Potentilla supina ternata";NA;NA;NA;0
"Potentilla tergemina";1;NA;NA;0
"Potentilla thuringiaca";1;NA;NA;0
"Potentilla tobolensis";NA;NA;NA;0
"Potentilla tundricola";NA;NA;NA;0
"Potentilla uniflora";NA;NA;NA;0
"Potentilla verna";1;NA;NA;0
"Potentilla villosa";NA;NA;NA;0
"Poteridium annuum";1;NA;NA;0
"Poterium dodecandrum";1;NA;NA;0
"Poterium obtusum";1;NA;NA;0
"Poterium sanguisorba";1;NA;NA;0
"Poterium sanguisorba polygamum";1;NA;NA;0
"Poterium tenuifolium";1;NA;NA;0
"Potimirim potimirim";NA;1;NA;0
"Potorous tridactylus";1;0;0;0
"Potos flavus";1;0;0;0
"Pouteria cainito";1;NA;NA;0
"Pouteria campechiana";1;NA;NA;0
"Pouteria dominigensis";1;NA;NA;0
"Pouteria lucuma";NA;NA;NA;0
"Pouteria reticulata";NA;NA;NA;0
"Pouteria sapota";1;NA;NA;0
"Pouteria torta tuberculata";NA;NA;NA;0
"Pouzolzia guatemalana";NA;NA;NA;0
"Pouzolzia occidentalis";NA;NA;NA;0
"Pouzolzia zeylanica";1;NA;NA;0
"Powellia vitreoradiata";NA;NA;NA;0
"Praeacedes atomosella";1;NA;NA;0
"Praelongorthezia praelonga";NA;NA;NA;0
"Praon exsoletum";NA;NA;NA;0
"Prasium majus";1;NA;NA;0
"Pratylenchus bolivianus";1;0;NA;0
"Pratylenchus brachyurus";1;0;NA;0
"Pratylenchus coffeae";1;0;NA;0
"Pratylenchus vulnus";1;0;NA;0
"Pratylenchus zeae";1;0;NA;0
"Praunus flexuosus";0;NA;NA;1
"Praxelis clematidea";1;0;NA;0
"Prays citri";1;NA;NA;0
"Prays nephelomima";NA;NA;NA;0
"Prays oleae";1;NA;NA;0
"Prays peregrina";NA;NA;NA;0
"Premna odorata";1;NA;NA;0
"Premna serratifolia";NA;NA;NA;0
"Premnas biaculeatus";0;0;NA;1
"Premnobius cavipennis";1;NA;NA;0
"Premnotrypes vorax";NA;NA;NA;0
"Prenanthes purpurea";1;0;NA;0
"Prepona laertes";NA;NA;NA;0
"Prepops cruciferus";NA;NA;NA;0
"Prestonia quinquangularis";NA;NA;NA;0
"Priacanthus hamrur";0;0;NA;1
"Priacanthus sagittarius";0;0;NA;1
"Primolius auricollis";1;0;0;0
"Primolius maracana";1;0;0;0
"Primula acaulis";1;NA;NA;0
"Primula acaulis rubra";1;NA;NA;0
"Primula auricula";1;NA;NA;0
"Primula auriculata";1;NA;NA;0
"Primula denticulata";1;NA;NA;0
"Primula elatior";1;NA;NA;0
"Primula elatior elatior";1;NA;NA;0
"Primula elatior pallasii";1;NA;NA;0
"Primula farinosa";NA;NA;NA;0
"Primula florindae";1;NA;NA;0
"Primula japonica";1;NA;NA;0
"Primula juliae";1;NA;NA;0
"Primula laurentiana";1;NA;NA;0
"Primula luteola";1;NA;NA;0
"Primula malacoides";1;NA;NA;0
"Primula matthioli";NA;NA;NA;0
"Primula obconica";1;NA;NA;0
"Primula prolifera";1;NA;NA;0
"Primula pruhonicensis";1;NA;NA;0
"Primula pulverulenta";1;NA;NA;0
"Primula rosea";1;NA;NA;0
"Primula sikkimensis";1;NA;NA;0
"Primula sinensis";NA;NA;NA;0
"Primula veris";1;0;NA;0
"Primula veris macrocalyx";NA;NA;NA;0
"Primula vulgaris";NA;NA;NA;0
"Primulina dryas";NA;NA;NA;0
"Prinerigone vagans";1;NA;NA;NA
"Prinia flaviventris";1;0;0;0
"Prinia gracilis";1;0;0;0
"Priobium carpini";NA;NA;NA;0
"Prionace glauca";0;0;NA;1
"Prionailurus bengalensis";1;0;0;0
"Prionitis sternbergii";NA;NA;NA;1
"Prionomitus mitratus";NA;NA;NA;0
"Prionopelta antillana";NA;NA;NA;0
"Prionospio anuncata";0;0;NA;1
"Prionospio depauperata";0;0;NA;1
"Prionospio krusadensis";0;0;NA;1
"Prionospio malmgreni";0;0;NA;1
"Prionospio paucipinnulata";0;0;NA;1
"Prionospio pulchra";NA;NA;NA;1
"Prionospio pygmaeus";0;0;NA;1
"Prionospio saccifera";0;0;NA;1
"Prionospio sexoculata";0;0;NA;1
"Prionyx viduatus";1;NA;NA;0
"Pristella maxillaris";0;1;NA;0
"Pristina acuminata";0;1;NA;0
"Pristiphora abbreviata";NA;NA;NA;0
"Pristiphora angulata";1;NA;NA;0
"Pristiphora erichsonii";1;NA;NA;0
"Pristiphora geniculata";1;NA;NA;0
"Pristiphora laricis";1;NA;NA;0
"Pristiphora rufipes";NA;NA;NA;0
"Pristiphora saxesenii";1;NA;NA;0
"Pristiphora wesmaeli";1;NA;NA;0
"Pristobrycon striolatus";0;1;NA;0
"Pritchardia pacifica";1;NA;NA;NA
"Priva aspera";NA;NA;NA;0
"Priva lappulacea";1;NA;NA;0
"Proameira simplex";0;0;NA;1
"Proasellus banyulensis";NA;1;NA;NA
"Proasellus coxalis";0;1;NA;0
"Proatheris superciliaris";1;NA;NA;NA
"Proba distanti";NA;NA;NA;0
"Proba vittiscutis";NA;NA;NA;0
"Probaryconus dubius";NA;NA;NA;0
"Proboscidactyla flavicirrata";NA;NA;NA;1
"Proboscidea louisianica";1;NA;NA;0
"Proboscidea louisianica fragrans";1;NA;NA;0
"Proboscidea louisianica louisianica";1;NA;NA;0
"Probosciger aterrimus";1;0;0;0
"Procambarus acutus";0;1;NA;0
"Procambarus alleni";0;1;NA;0
"Procambarus clarkii";0;1;1;0
"Procambarus cubensis";0;1;1;0
"Procambarus fallax";0;1;NA;0
"Procambarus virginalis";0;1;NA;0
"Procambarus zonangulus";0;1;NA;0
"Procanace dianneae";1;NA;NA;0
"Procanace williamsi";NA;NA;NA;0
"Procapra gutturosa";1;0;0;0
"Procavia capensis";1;0;0;0
"Procecidochares alani";NA;NA;NA;0
"Procecidochares utilis";1;NA;NA;0
"Proceraea cornuta";0;0;NA;1
"Procerolagena oceanica";NA;NA;NA;1
"Processa macrodactyla";0;0;NA;1
"Prochilodus argenteus";0;1;NA;0
"Prochilodus lineatus";0;1;NA;0
"Prochilodus nigricans";0;1;NA;0
"Prochiloneurus pulchellus";NA;NA;NA;0
"Prociphilus fraxini";NA;NA;NA;0
"Prociphilus fraxinifolii";NA;NA;NA;0
"Prociphilus xylostei";NA;NA;NA;0
"Prococcus acutissimus";NA;NA;NA;0
"Procontarinia mangicola";1;NA;NA;0
"Procontarinia matteiana";NA;NA;NA;0
"Procris pedunculata";NA;NA;NA;0
"Procris repens";NA;NA;NA;0
"Proctophanes sculptus";NA;NA;NA;0
"Procyon cancrivorus";1;0;0;0
"Procyon lotor";1;0;0;0
"Prodecatoma cooki";1;NA;NA;0
"Prodiplosis vaccinii";NA;NA;NA;0
"Prodiplosis violicola";1;NA;NA;0
"Profenusa thomsoni";1;NA;NA;0
"Proiphys amboinensis";1;NA;NA;NA
"Proisotoma minuta";1;0;NA;0
"Prokelisia marginata";1;NA;NA;0
"Promalactis suzukiella";NA;NA;NA;0
"Promesostoma bilineatum";0;0;NA;0
"Pronoctiluca pelagica";NA;NA;NA;1
"Propappus volki";0;1;NA;0
"Propolydesmus testaceus";1;0;NA;0
"Propsocus pulchripennis";NA;NA;NA;0
"Propylaea quatuordecimpunctata";1;NA;NA;0
"Prorocentrum balticum";0;0;NA;1
"Prorocentrum belizeanum";0;0;NA;1
"Prorocentrum borbonicum";NA;NA;NA;1
"Prorocentrum concavum";0;0;NA;1
"Prorocentrum cordatum";NA;NA;NA;1
"Prorocentrum cordatum var. aralensis";NA;NA;NA;1
"Prorocentrum dentatum";NA;NA;NA;1
"Prorocentrum emarginatum";0;0;NA;1
"Prorocentrum gracile";NA;NA;NA;1
"Prorocentrum hoffmannianum";0;0;NA;1
"Prorocentrum leve";NA;NA;NA;1
"Prorocentrum lima";0;0;NA;1
"Prorocentrum mexicanum";0;0;NA;1
"Prorocentrum micans";0;0;NA;1
"Prorocentrum triestinum";0;0;NA;1
"Prorops nasuta";NA;NA;NA;0
"Proserpinaca intermedia";NA;NA;NA;0
"Prosopantrum flavifrons";1;0;NA;0
"Prosopeia splendens";1;0;0;0
"Prosopeia tabuensis";1;0;0;0
"Prosopis africana";NA;NA;NA;0
"Prosopis alba";NA;NA;NA;0
"Prosopis alpataco";1;NA;NA;0
"Prosopis argentina";1;NA;NA;0
"Prosopis caldenia";1;NA;NA;0
"Prosopis calingastana";1;NA;NA;0
"Prosopis campestris";1;NA;NA;0
"Prosopis castellanosii";1;NA;NA;0
"Prosopis chilensis";1;NA;NA;0
"Prosopis cineraria";NA;NA;NA;0
"Prosopis denudans";1;NA;NA;0
"Prosopis elata";1;NA;NA;0
"Prosopis farcta";1;NA;NA;0
"Prosopis ferox";1;NA;NA;0
"Prosopis fiebrigii";1;NA;NA;0
"Prosopis glandulosa";1;NA;NA;0
"Prosopis glandulosa torreyana";1;NA;NA;0
"Prosopis hassleri";1;NA;NA;0
"Prosopis humilis";1;NA;NA;0
"Prosopis juliflora";1;NA;NA;0
"Prosopis juliflora horrida";NA;NA;NA;0
"Prosopis koelziana";1;NA;NA;0
"Prosopis laevigata";1;NA;NA;0
"Prosopis pallida";1;NA;NA;0
"Prosopis palmeri";1;NA;NA;0
"Prosopis pubescens";NA;NA;NA;0
"Prosopis rojasiana";1;NA;NA;0
"Prosopis ruizlealii";1;NA;NA;0
"Prosopis ruscifolia";1;NA;NA;0
"Prosopis sericantha";1;NA;NA;0
"Prosopis strombulifera";1;NA;NA;0
"Prosopis torquata";1;NA;NA;0
"Prosopis velutina";1;NA;NA;0
"Prosopium cylindraceum";0;1;NA;0
"Prosopium gemmifer";0;1;NA;0
"Prosopium williamsoni";0;1;NA;0
"Prosopocoilus inclinatus";1;NA;NA;0
"Prosopodesmus jacobsoni";1;0;NA;0
"Prosopodesmus panporus";1;0;NA;0
"Prosopogmus oodiformis";NA;NA;NA;0
"Prosphaerosyllis longipapillata";NA;NA;NA;1
"Prostanthera incisa";NA;NA;NA;0
"Prostanthera lasianthos";NA;NA;NA;0
"Prostanthera nivea";NA;NA;NA;0
"Prostanthera ovalifolia";NA;NA;NA;0
"Prostanthera rotundifolia";NA;NA;NA;0
"Prostanthera sieberi";NA;NA;NA;0
"Prostanthera spinosa";NA;NA;NA;0
"Prostanthera violacea";NA;NA;NA;0
"Prostephanus truncatus";1;NA;NA;0
"Prostoma graecense";0;1;NA;0
"Protaetia fusca";1;NA;NA;0
"Protaetia lewisi lewisi";1;NA;NA;0
"Protaetia orientalis";1;NA;NA;0
"Protaetia orientalis sakaii";1;NA;NA;0
"Protaetia orientalis submarmorea";1;NA;NA;0
"Protaetia pryeri";1;NA;NA;0
"Protaetia pryeri pryeri";1;NA;NA;0
"Protalebrella brasiliensis";NA;NA;NA;0
"Protea burchellii";1;NA;NA;0
"Protea compacta";1;NA;NA;0
"Protea cynaroides";NA;NA;NA;0
"Protea eximia";NA;NA;NA;0
"Protea grandiceps";NA;NA;NA;0
"Protea laurifolia";1;NA;NA;0
"Protea lepidocarpodendron";NA;NA;NA;0
"Protea longifolia";NA;NA;NA;0
"Protea magnifica";1;NA;NA;0
"Protea nana";NA;NA;NA;0
"Protea repens";1;NA;NA;0
"Protea subvestita";NA;NA;NA;0
"Protea susannae";1;NA;NA;0
"Protectocarpus speciosus";NA;NA;NA;1
"Proteinus ovalis";1;NA;NA;0
"Protemblemaria punctata";0;1;NA;1
"Proteocephalus ambloplitis";NA;1;NA;NA
"Proteocephalus fluviatilis";NA;1;NA;NA
"Proteocephalus longicollis";NA;NA;NA;1
"Proterorhinus marmoratus";0;1;1;1
"Proterorhinus semilunaris";0;1;1;0
"Proteus anguinus";NA;1;NA;0
"Proteuxoa sanguinipuncta";NA;NA;NA;0
"Protium tenuifolium sessiliflorum";NA;NA;NA;0
"Protobothrops elegans";1;NA;NA;NA
"Protobothrops mucrosquamatus";1;NA;NA;NA
"Protoceratium reticulatum";NA;NA;NA;1
"Protocirrineris chrysoderma";NA;NA;NA;1
"Protodorvillea biarticulata";0;0;NA;1
"Protodorvillea egena";0;0;NA;1
"Protomonostroma undulatum";NA;NA;NA;1
"Protoperidinium bispinum";0;NA;NA;1
"Protoperidinium conicum";NA;NA;NA;1
"Protoperidinium depressum";0;NA;NA;1
"Protoperidinium minutum";0;NA;NA;1
"Protoperidinium parthenopes";NA;NA;NA;1
"Protoperidinium parvicollum";0;NA;NA;1
"Protoperidinium thulesense";NA;NA;NA;1
"Protoperidinium ventricum";0;NA;NA;1
"Protoperidinium vulgare";0;NA;NA;1
"Protophormia terraenovae";1;0;NA;0
"Protopolystoma xenopodis";1;1;NA;NA
"Protopterus aethiopicus";0;1;NA;0
"Protopulvinaria pyriformis";1;NA;NA;0
"Protosuberites epiphytum";0;0;NA;1
"Protracheoniscus major";1;0;NA;0
"Protula tubularia";0;0;NA;1
"Proturentomon discretum";1;NA;NA;NA
"Proustia pyrifolia";1;0;NA;0
"Prunella grandiflora";1;NA;NA;0
"Prunella intermedia";NA;NA;NA;0
"Prunella laciniata";1;NA;NA;0
"Prunella modularis";1;0;0;0
"Prunella vulgaris";1;NA;NA;0
"Prunella vulgaris vulgaris";1;NA;NA;0
"Prunus alleghaniensis";NA;NA;NA;0
"Prunus americana";NA;NA;NA;0
"Prunus angustifolia";1;NA;NA;0
"Prunus armeniaca";1;NA;NA;0
"Prunus avium";1;NA;NA;0
"Prunus campanulata";1;NA;NA;0
"Prunus caroliniana";1;NA;NA;0
"Prunus cerasifera";1;NA;NA;0
"Prunus cerasifera atropurpurea";1;NA;NA;0
"Prunus cerasifera cerasifera";1;NA;NA;0
"Prunus cerasoides";1;NA;NA;0
"Prunus cerasus";1;NA;NA;0
"Prunus divaricata";1;NA;NA;0
"Prunus domestica";1;NA;NA;0
"Prunus domestica domestica";1;NA;NA;0
"Prunus domestica insititia";1;NA;NA;0
"Prunus dulcis";1;NA;NA;0
"Prunus emarginata";NA;NA;NA;0
"Prunus eminens";1;NA;NA;0
"Prunus fruticans";1;NA;NA;0
"Prunus fruticosa";1;NA;NA;0
"Prunus glandulosa";NA;NA;NA;0
"Prunus hortulana";NA;NA;NA;0
"Prunus ilicifolia";NA;NA;NA;0
"Prunus incisa";NA;NA;NA;0
"Prunus japonica";NA;NA;NA;0
"Prunus laurocerasus";1;NA;NA;0
"Prunus lusitanica";1;NA;NA;0
"Prunus maackii";1;NA;NA;0
"Prunus mahaleb";1;NA;NA;0
"Prunus mandshurica";1;NA;NA;0
"Prunus maximowiczii";1;NA;NA;0
"Prunus mume";NA;NA;NA;0
"Prunus munsoniana";1;NA;NA;0
"Prunus nigra";NA;NA;NA;0
"Prunus padus";1;NA;NA;0
"Prunus pensylvanica";1;NA;NA;0
"Prunus persica";1;NA;NA;0
"Prunus persica persica";1;NA;NA;0
"Prunus pugetensis";1;NA;NA;0
"Prunus pumila";1;NA;NA;0
"Prunus salicina";1;NA;NA;0
"Prunus serotina";1;NA;NA;0
"Prunus serrulata";1;NA;NA;0
"Prunus sibirica";1;NA;NA;0
"Prunus simmleri";NA;NA;NA;0
"Prunus simonii";NA;NA;NA;0
"Prunus spinosa";1;NA;NA;0
"Prunus subhirtella";1;NA;NA;0
"Prunus susquehanae";NA;NA;NA;0
"Prunus tenella";1;NA;NA;0
"Prunus tomentosa";NA;NA;NA;0
"Prunus triloba";1;NA;NA;0
"Prunus virginiana";1;NA;NA;0
"Prunus yedoensis";1;NA;NA;0
"Pryeria sinica";1;NA;NA;0
"Prytanes confusa";NA;NA;NA;0
"Psacothea hilaris";NA;NA;NA;0
"Psacothea hilaris maculata";1;NA;NA;0
"Psallidium maxillosum";1;NA;NA;0
"Psallus flavellus";NA;NA;NA;0
"Psallus haematodes";NA;NA;NA;0
"Psallus lepidus";NA;NA;NA;0
"Psallus variabilis";NA;NA;NA;0
"Psamatodes abydata";NA;NA;NA;0
"Psammacoma gubernaculum";NA;NA;NA;1
"Psammodromus algirus";1;NA;NA;NA
"Psammoecus trimaculatus";NA;NA;NA;0
"Psammonobiotus communis";NA;NA;NA;1
"Psammophiliella muralis";1;NA;NA;0
"Psammophiliella tubulosa";1;NA;NA;0
"Psammophis sibilans";1;NA;NA;NA
"Psammopsyllus stri";0;0;NA;1
"Psammoryctides deserticola";NA;1;NA;1
"Psammoryctides moravicus";0;1;NA;0
"Psammotettix saxatilis";NA;NA;NA;0
"Psarocolius montezuma";1;0;0;0
"Psathyrostachys juncea";1;NA;NA;NA
"Psectra nakaharai";NA;NA;NA;0
"Pselactus spadix";NA;NA;NA;0
"Pseliodinium fusus";NA;NA;NA;1
"Psenes pellucidus";0;0;NA;1
"Psephellus dealbatus";1;0;NA;0
"Psephellus declinatus";1;0;NA;0
"Psephotus haematonotus";1;0;0;0
"Pseudabutilon pedunculatum";1;NA;NA;0
"Pseudacaudella rubida";NA;NA;NA;0
"Pseudacris regilla";1;1;NA;0
"Pseudacteon cultellatus";NA;NA;NA;0
"Pseudagrion microcephalum";1;1;NA;0
"Pseudamphistomum truncatum";1;1;NA;1
"Pseudanamomis umbellulifera";NA;NA;NA;0
"Pseudanaphothrips achaetus";NA;NA;NA;0
"Pseudanthias flavoguttatus";0;0;NA;1
"Pseudanthias pleurotaenia";0;0;NA;1
"Pseudanthias tuka";0;0;NA;1
"Pseudaonidia paeoniae";NA;NA;NA;0
"Pseudaonidia trilobitiformis";NA;NA;NA;0
"Pseudaphycus angelicus";1;NA;NA;0
"Pseudaphycus maculipennis";NA;NA;NA;0
"Pseudaphycus malinus";1;NA;NA;0
"Pseudaphycus utilis";NA;NA;NA;0
"Pseudarthria viscida";1;NA;NA;0
"Pseudathyrium alpestre";1;NA;NA;NA
"Pseudaulacaspis brimblecombei";NA;NA;NA;0
"Pseudaulacaspis cockerelli";NA;NA;NA;0
"Pseudaulacaspis dubia";NA;NA;NA;0
"Pseudaulacaspis eugeniae";NA;NA;NA;0
"Pseudaulacaspis pentagona";1;NA;NA;0
"Pseudectroma signatum";1;NA;NA;0
"Pseudelephantopus spicatus";1;0;NA;0
"Pseudelephantopus spiralis";1;0;NA;0
"Pseudemys concinna";1;1;NA;0
"Pseudemys nelsoni";1;1;NA;NA
"Pseudemys peninsularis";1;1;NA;NA
"Pseudemys texana";1;1;NA;NA
"Pseudeos fuscata";1;0;0;0
"Pseuderanthemum bicolor";1;NA;NA;0
"Pseuderanthemum carruthersii";1;NA;NA;0
"Pseuderanthemum hookerianum";NA;NA;NA;0
"Pseuderanthemum laxiflorum";NA;NA;NA;0
